PLOT_ID,SNIN_REFERENCE,PLOT_NO,START_DATE,REGISTERED_DATE,WARRANTY_FINAL_DATE,BC_FINAL_DATE,LEGAL_COMPLETION_DATE,NUMBER_OF_STOREYS,FIRST_PHO_DATE,FAILED_FIRST_PHO
2000000924,05000016,14,2019-01-07,2018-12-08,,,2019-12-16,2,2019-12-19,N
2000000925,05000016,15,2019-02-11,2019-01-12,,2020-01-06,,2,2020-01-09,N
2000000926,05000016,16,2018-12-17,2018-11-17,,2019-12-16,,2,2019-12-19,N
2000000927,05000016,17,2018-07-23,2018-06-23,,,2019-12-16,2,2019-12-19,N
2000000928,05000016,18,2018-07-23,2018-06-23,,2019-12-16,,2,2019-12-19,N
2000000929,05000016,19,2018-10-22,2018-09-22,,2019-12-16,,2,2019-12-19,N
2000000930,05000016,20,2019-02-18,2019-01-19,,,2020-01-27,2,2020-01-30,N
2000000931,05000016,21,2018-08-06,2018-07-07,,2019-12-16,,2,2019-12-19,N
2000000932,05000016,22,2018-11-12,2018-10-13,,2019-12-16,,2,2019-12-19,N
2000000933,05000016,23,2018-08-20,2018-07-21,,2019-12-16,,2,2019-12-19,N
2000000934,05000016,24,2018-11-05,2018-10-06,,2019-12-16,,2,2019-12-19,N
2000000935,05000016,25,2018-07-02,2018-06-02,,2019-12-16,,2,2019-12-19,N
2000000936,05000016,26,2018-12-03,2018-11-03,,2019-12-16,,2,2019-12-19,N
2000000937,05000016,27,2018-06-18,2018-05-19,,,2019-12-16,2,2019-12-19,N
2000000938,05000016,28,2018-06-25,2018-05-26,,2019-12-16,,2,2019-12-19,N
2000000939,05000016,29,2018-07-02,2018-06-02,,2019-12-16,,2,2019-12-19,N
2000000940,05000016,30,2018-07-23,2018-06-23,,2019-12-16,,2,2019-12-19,N
2000000941,05000016,31,2018-12-31,2018-12-01,,,2019-12-16,2,2019-12-19,N
2000000942,05000016,32,2018-11-19,2018-10-20,,2019-12-16,,2,2019-12-19,N
2000000943,05000016,33,2019-02-04,2019-01-05,,2019-12-16,,2,2019-12-19,N
2000000944,05000016,34,2018-07-09,2018-06-09,2019-12-16,,,2,2019-12-19,Y
2000000945,05000016,35,2018-07-30,2018-06-30,,2019-12-16,,2,2019-12-19,Y
2000000946,05000016,36,2018-06-18,2018-05-19,,2019-12-16,,2,2019-12-19,N
2000000947,05000016,37,2018-09-17,2018-08-18,2019-12-16,,,2,2019-12-19,N
2000000948,05000016,38,2018-06-25,2018-05-26,,2019-12-16,,2,2019-12-19,N
2000000949,05000016,39,2019-03-11,2019-02-09,,,2019-12-16,2,2019-12-19,N
2000000950,05000016,40,2018-06-18,2018-05-19,,2019-12-16,,2,2019-12-19,N
2000000951,05000016,41,2018-11-26,2018-10-27,,2019-12-16,,2,2019-12-19,N
2000000952,05000016,42,2018-07-30,2018-06-30,,2019-12-16,,2,2019-12-19,N
2000000953,05000016,43,2018-07-23,2018-06-23,,,,2,2019-12-19,N
2000000954,05000016,44,2018-06-18,2018-05-19,,2019-12-16,,2,2019-12-19,N
2000000955,05000016,45,2018-11-19,2018-10-20,,2019-12-16,,2,2019-12-19,Y
2000000956,05000016,46,2019-02-18,2019-01-19,,2019-12-16,,2,2019-12-19,N
2000000957,05000016,47,2018-11-12,2018-10-13,,2019-12-16,,2,2019-12-19,N
2000000958,05000016,48,2018-06-11,2018-05-12,,2019-12-16,,2,2019-12-19,N
2000000959,05000016,49,2018-11-19,2018-10-20,,2019-12-16,,2,2019-12-19,N
2000000960,05000016,50,2018-09-10,2018-08-11,,2019-12-16,,2,2019-12-19,N
2000000961,05000016,51,2019-02-11,2019-01-12,,2019-12-16,,2,2019-12-19,N
2000000962,05000016,52,2019-02-18,2019-01-19,,,2019-12-16,2,2019-12-19,N
2000000963,05000016,53,2018-12-03,2018-11-03,,,2019-12-16,2,2019-12-19,N
2000000964,05000016,54,2019-01-07,2018-12-08,,2019-12-16,,2,2019-12-19,N
2000000965,05000016,55,2018-12-10,2018-11-10,,2019-12-16,,2,2019-12-19,N
2000000966,05000016,56,2018-11-26,2018-10-27,,2019-12-16,,2,2019-12-19,N
2000000967,05000016,57,2018-07-30,2018-06-30,,,,2,2019-12-19,N
2000000968,05000016,58,2018-07-16,2018-06-16,,2019-12-16,,2,2019-12-19,N
2000000969,05000016,59,2018-12-17,2018-11-17,,2019-12-16,,2,2019-12-19,N
2000000970,05000016,60,2019-02-25,2019-01-26,2020-01-27,,,2,2020-01-30,N
2000000971,05000016,61,2018-11-26,2018-10-27,2019-12-16,,,2,2019-12-19,N
2000000972,05000016,62,2018-06-25,2018-05-26,2019-12-16,,,2,2019-12-19,N
2000000973,05000016,63,2018-10-15,2018-09-15,,2019-12-16,,2,2019-12-19,N
2000000974,05000016,64,2018-08-27,2018-07-28,,2019-12-16,,2,2019-12-19,N
2000000975,05000016,65,2018-07-09,2018-06-09,,2019-12-16,,2,2019-12-19,N
2000000976,05000016,66,2018-12-03,2018-11-03,,2019-12-16,,2,2019-12-19,N
2000000977,05000016,67,2018-12-31,2018-12-01,,2019-12-16,,2,2019-12-19,N
2000000978,05000016,68,2018-12-31,2018-12-01,,2019-12-16,,2,2019-12-19,N
2000000979,05000016,69,2019-02-04,2019-01-05,,,2019-12-16,2,2019-12-19,N
2000000980,05000016,70,2018-06-18,2018-05-19,,2019-12-16,,2,2019-12-19,N
2000000981,05000016,71,2018-10-29,2018-09-29,,2019-12-16,,2,2019-12-19,N
2000000982,05000016,72,2018-12-24,2018-11-24,,2019-12-16,,2,2019-12-19,Y
2000000983,05000016,73,2018-12-03,2018-11-03,,2019-12-16,,2,2019-12-19,Y
2000000984,05000016,74,2018-09-17,2018-08-18,,,2019-12-16,2,2019-12-19,N
2000000985,05000016,75,2018-07-23,2018-06-23,,2019-12-16,,2,2019-12-19,N
2000000986,05000016,76,2018-12-03,2018-11-03,,2019-12-16,,2,2019-12-19,N
2000000987,05000016,77,2019-02-18,2019-01-19,,,2019-12-16,2,2019-12-19,N
2000000988,05000016,78,2018-11-19,2018-10-20,,2019-12-16,,2,2019-12-19,N
2000000989,05000016,79,2018-12-24,2018-11-24,,,2019-12-16,2,2019-12-19,N
2000000990,05000016,80,2018-09-17,2018-08-18,,2019-12-16,,2,2019-12-19,N
2000000991,05000016,81,2019-02-04,2019-01-05,2019-12-16,,,2,2019-12-19,N
2000000992,05000016,82,2018-10-08,2018-09-08,,2019-12-16,,2,2019-12-19,N
2000000993,05000016,83,2018-07-02,2018-06-02,,2019-12-16,,2,2019-12-19,N
2000000994,05000016,84,2018-06-25,2018-05-26,,,2019-12-16,2,2019-12-19,N
2000000995,05000016,85,2018-12-31,2018-12-01,,,,2,2019-12-19,N
2000000996,05000016,86,2018-10-08,2018-09-08,,2019-12-16,,2,2019-12-19,N
2000000997,05000016,87,2018-07-16,2018-06-16,,2019-12-16,,2,2019-12-19,N
2000000998,05000016,88,2018-11-05,2018-10-06,2019-12-16,,,2,2019-12-19,Y
2000000999,05000016,89,2018-11-12,2018-10-13,,2019-12-16,,2,2019-12-19,N
2000001000,05000016,90,2018-08-13,2018-07-14,,,2019-12-16,2,2019-12-19,N
2000001001,05000016,91,2018-09-03,2018-08-04,,2019-12-16,,2,2019-12-19,N
2000001002,05000016,92,2018-06-18,2018-05-19,,2019-12-16,,2,2019-12-19,N
2000001003,05000016,93,2018-09-10,2018-08-11,,2019-12-16,,2,2019-12-19,N
2000001004,05000016,94,2018-09-10,2018-08-11,,2019-12-16,,2,2019-12-19,N
2000001005,05000016,95,2018-06-25,2018-05-26,,2019-12-16,,2,2019-12-19,N
2000001006,05000016,96,2018-10-15,2018-09-15,,2019-12-16,,2,2019-12-19,N
2000001007,05000016,97,2018-12-24,2018-11-24,,2019-12-16,,2,2019-12-19,N
2000001008,05000016,98,2018-08-20,2018-07-21,,2019-12-16,,2,2019-12-19,N
2000001009,05000016,99,2019-01-14,2018-12-15,,2019-12-16,,2,2019-12-19,N
2000001010,05000016,100,2019-03-04,2019-02-02,,2019-12-16,,2,2019-12-19,N
